leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_345.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_345.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_345.jpg,0,0,0,72.20536,25.14,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_425.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_425.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_425.jpg,0,0,0.1736392,71.29469,25.14,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_511.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_511.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_511.jpg,0,0,1,69.40667,25.14,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_585.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_585.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_585.jpg,0,0,1,68.00101,25.14,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_672.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_672.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_672.jpg,0,0,1,65.67662,25.15,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_775.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_775.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_775.jpg,0,0,1,63.36077,25.16,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_851.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_851.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_851.jpg,0.01957959,0,1,61.52905,25.16,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_927.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_927.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_927.jpg,0.7632779,0,0.6695386,59.99173,25.16,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_998.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_998.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_998.jpg,0,0,0,57.96883,25.17,98.83,0.9645000696182251
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_063.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_063.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_063.jpg,0,0,0,56.76509,25.17,98.83,0.9970000982284546
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_145.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_145.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_145.jpg,0.2318872,0,0,56.26224,25.17,98.83,0.9560000896453857
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_236.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_236.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_236.jpg,1,0,0,55.40893,25.16,98.83,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_337.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_337.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_337.jpg,1,0,0,54.26324,25.16,98.83,0.9495000839233398
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_428.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_428.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_428.jpg,0.9378336,0.4577961,0,53.32421,25.16,98.83,0.9950001239776611
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_515.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_515.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_515.jpg,0.2231839,0.9604396,0,54.0901,25.16,98.83,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_594.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_594.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_594.jpg,0.1863362,1,0,55.49869,25.17,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_667.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_667.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_667.jpg,0.1839626,1,0,56.973,25.18,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_734.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_734.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_734.jpg,0.1839626,1,0,58.07041,25.18,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_805.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_805.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_805.jpg,0.1816266,1,0,59.5195,25.20,98.82,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_888.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_888.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_888.jpg,0.1816266,1,0,60.93272,25.21,98.82,0.9585000276565552
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_956.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_956.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_956.jpg,0.5315669,0.9423548,0,61.88684,25.21,98.82,0.9244999885559082
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_023.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_023.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_023.jpg,0.719234,0.6820095,0,62.75421,25.21,98.81,0.8910000324249268
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_090.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_090.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_090.jpg,0.7917992,0.5808855,0,63.06293,25.21,98.81,0.8575000762939453
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_164.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_164.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_164.jpg,0,1,0,63.77398,25.21,98.81,0.8205000162124634
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_234.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_234.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_234.jpg,0,1,0,64.77267,25.22,98.81,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_324.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_324.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_324.jpg,0,1,0,66.49685,25.24,98.81,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_393.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_393.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_393.jpg,0.03193751,1,0,67.53067,25.25,98.81,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_467.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_467.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_467.jpg,0.145118,1,0,68.85555,25.26,98.80,0.837000060081482
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_543.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_543.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_543.jpg,0,0,0.01547283,70.10217,25.27,98.80,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_618.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_618.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_618.jpg,0,0,0,69.50599,25.27,98.80,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_693.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_693.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_693.jpg,0.1890866,0,0,69.05827,25.27,98.80,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_771.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_771.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_771.jpg,1,0.1479814,0,68.1828,25.27,98.80,0.8389999151229859
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_848.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_848.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_848.jpg,0.8404773,0.6992654,0,67.51871,25.27,98.80,0.8774999856948853
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_937.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_937.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_937.jpg,0,1,0,68.2474,25.27,98.80,0.9219999790191651
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_011.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_011.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_011.jpg,0,1,0,69.57986,25.28,98.80,0.9589999198913575
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_092.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_092.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_092.jpg,0,1,0,70.93314,25.29,98.80,0.9994999647140503
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_171.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_171.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_171.jpg,0,1,0,72.27724,25.31,98.80,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_251.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_251.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_251.jpg,0,1,0,73.6076,25.32,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_330.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_330.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_330.jpg,0,1,0,74.92806,25.34,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_407.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_407.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_407.jpg,0,1,0,76.23833,25.36,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_487.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_487.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_487.jpg,0,1,0,77.5389,25.37,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_566.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_566.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_566.jpg,0,1,0,78.83094,25.39,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_649.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_649.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_649.jpg,0,1,0,80.11391,25.41,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_729.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_729.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_729.jpg,0,1,0,80.33218,25.40,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_814.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_814.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_814.jpg,0,1,0,80.33456,25.40,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_897.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_897.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_897.jpg,0,1,0,80.33512,25.40,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_978.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_978.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_978.jpg,0,1,0,80.33556,25.39,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_064.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_064.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_064.jpg,0,1,0,80.33579,25.39,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_143.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_143.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_143.jpg,0,1,0,80.33589,25.38,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_226.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_226.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_226.jpg,0,1,0,80.33601,25.38,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_308.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_308.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_308.jpg,0,1,0,80.33605,25.38,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_385.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_385.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_385.jpg,0,1,0,80.33612,25.37,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_462.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_462.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_462.jpg,-0.2338087,0.9977394,0,80.3177,25.37,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_537.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_537.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_537.jpg,-0.3125151,0.9930298,0,80.30392,25.37,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_612.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_612.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_612.jpg,0,1,0,80.33388,25.36,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_690.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_690.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_690.jpg,0,1,0,80.33587,25.36,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_767.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_767.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_767.jpg,0,1,0,80.33624,25.36,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_840.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_840.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_840.jpg,0,1,0,80.33605,25.35,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_909.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_909.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_909.jpg,0,1,0,80.33583,25.35,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_979.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_979.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_979.jpg,0,1,0,80.33556,25.35,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_052.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_052.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_052.jpg,0,1,0,80.33566,25.34,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_120.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_120.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_120.jpg,0,1,0,80.33566,25.34,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_188.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_188.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_188.jpg,0,1,0,80.3356,25.33,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_259.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_259.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_259.jpg,0,0.9799184,0,80.33184,25.33,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_330.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_330.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_330.jpg,0,0.2793974,0,80.23351,25.33,98.78,0.9645000696182251
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_403.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_403.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_403.jpg,0,0,0.426939,79.68398,25.32,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_481.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_481.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_481.jpg,-0.03016672,0,1,77.68555,25.33,98.78,0.9610000848770142
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_553.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_553.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_553.jpg,-0.4349264,0,0.8524584,76.10351,25.34,98.78,0.9970000982284546
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_645.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_645.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_645.jpg,0,0,0,73.48024,25.36,98.78,0.9510000944137573
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_735.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_735.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_735.jpg,0,0,0,71.02551,25.37,98.78,0.9960000514984131
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_821.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_821.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_821.jpg,-0.0222923,0,0,70.03812,25.37,98.78,0.9529999494552612
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_903.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_903.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_903.jpg,-0.9458964,0.2669264,0,69.34325,25.36,98.78,0.9939999580383301
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_972.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_972.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_972.jpg,-0.9458964,0.2865559,0,68.92628,25.36,98.78,0.9595000743865967
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_055.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_055.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_055.jpg,-0.954449,0.3044524,0,68.42782,25.36,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_131.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_131.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_131.jpg,-0.954449,0.3938965,0,67.98779,25.35,98.79,0.9620000123977661
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_211.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_211.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_211.jpg,-0.537143,0.8743486,0,67.94986,25.35,98.79,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_291.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_291.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_291.jpg,-0.288063,1,0,69.02731,25.36,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_369.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_369.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_369.jpg,-0.06407566,1,0,70.37299,25.37,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_447.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_447.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_447.jpg,0,1,0,71.74473,25.39,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_529.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_529.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_529.jpg,0,1,0,73.07501,25.40,98.78,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_608.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_608.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_608.jpg,0,1,0,74.38248,25.42,98.77,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_689.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_689.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_689.jpg,0,1,0,75.67751,25.43,98.77,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_770.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_770.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_770.jpg,0,1,0,76.9414,25.45,98.77,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_849.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_849.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_849.jpg,-0.107253,1,0,78.2253,25.46,98.77,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_931.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_931.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_931.jpg,-0.1805717,1,0,79.44659,25.48,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_013.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_013.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_013.jpg,-0.3491745,0.9814631,0,80.23438,25.48,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_092.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_092.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_092.jpg,-0.4050489,0.9470267,0,80.26385,25.48,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_172.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_172.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_172.jpg,-0.4127725,0.9388509,0,80.33939,25.47,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_257.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_257.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_257.jpg,-0.4127725,0.9362136,0,80.12015,25.47,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_345.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_345.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_345.jpg,-0.4127725,0.9338022,0,80.23005,25.47,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_421.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_421.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_421.jpg,-0.3727977,0.9543737,0,80.3724,25.46,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_518.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_518.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_518.jpg,0,1,0,80.31349,25.46,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_587.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_587.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_587.jpg,0,1,0,80.32182,25.46,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_666.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_666.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_666.jpg,0.1254131,1,0,80.31858,25.45,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_749.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_749.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_749.jpg,0.2668511,0.9988697,0,80.31369,25.45,98.76,1.0
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_836.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_836.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_836.jpg,0,0,0,79.77195,25.45,98.76,0.9565000534057617
