leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_32_676.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_32_676.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_32_676.jpg,-0.719679827,0.448004233,0,79.82268833,30.28,88.58
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_33_159.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_33_159.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_33_159.jpg,0,0.004881321,0,76.27158333,30.28,88.59
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_33_640.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_33_640.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_33_640.jpg,0.215642167,0.52063011,0,74.02028167,30.28,88.6
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_34_132.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_34_132.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_34_132.jpg,-0.10578145,1,0,78.996185,30.31,88.54
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_34_664.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_34_664.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_34_664.jpg,-0.373678852,0.762455333,0,80.212145,30.31,88.52
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_35_193.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_35_193.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_35_193.jpg,0.081082233,0.8251324,0,80.18426,30.31,88.52
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_35_652.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_35_652.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_35_652.jpg,-0.5553951,0.188707633,0,77.61685167,30.31,88.53
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_36_177.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_36_177.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_36_177.jpg,-0.161534317,0.30427635,0,74.714795,30.31,88.54
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_36_691.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_36_691.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_36_691.jpg,0.143813933,1,0,78.85426667,30.32,88.49
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_37_137.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_37_137.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_37_137.jpg,-0.151541717,0.976514933,0,80.30549,30.32,88.47
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_37_565.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_37_565.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_37_565.jpg,-0.150710783,0.998832017,0,80.32148,30.32,88.47
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_37_999.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_37_999.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_37_999.jpg,-0.117817085,0.998882267,0,80.32192667,30.32,88.47
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_38_468.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_38_468.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_38_468.jpg,-0.033925892,1,0,80.32983333,30.32,88.47
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_38_974.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_38_974.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_38_974.jpg,-0.004988068,1,0,80.334115,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_39_496.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_39_496.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_39_496.jpg,-0.086346604,1,0,80.33024167,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_40_037.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_40_037.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_40_037.jpg,-0.038185381,1,0,80.334215,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_40_580.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_40_580.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_40_580.jpg,-0.00489592,1,0,80.33421,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_41_091.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_41_091.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_41_091.jpg,0,1,0,80.33634167,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_41_544.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_41_544.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_41_544.jpg,0,1,0,80.24496333,30.32,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_42_018.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_42_018.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_42_018.jpg,0,1,0,80.334795,30.31,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_42_433.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_42_433.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_42_433.jpg,0,1,0,80.33590333,30.31,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_42_935.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_42_935.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_42_935.jpg,0,1,0,80.33588,30.31,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_43_395.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_43_395.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_43_395.jpg,0,1,0,80.33588833,30.31,88.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_43_882.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_43_882.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_43_882.jpg,0,1,0,80.33588833,30.31,88.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_44_358.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_44_358.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_44_358.jpg,0,0.498511767,0,79.92131667,30.31,88.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_44_842.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_44_842.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_44_842.jpg,0,0,0,76.58116,30.31,88.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_45_360.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_45_360.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_45_360.jpg,-0.467598133,0.001938303,0,72.09466,30.31,88.48
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_45_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_45_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_45_782.jpg,-0.330706483,0.165839983,0.002026218,68.032645,30.32,88.49
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_46_262.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_46_262.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_46_262.jpg,-0.453228733,0.316406183,0,66.05003667,30.32,88.49
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_46_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_46_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_46_782.jpg,-0.104196817,0.561925717,0,66.18291333,30.32,88.49
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_47_295.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_47_295.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_47_295.jpg,-0.116636383,0.98681945,0,73.19597667,30.36,88.41
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_47_827.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_47_827.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_47_827.jpg,-0.031244417,1,0,79.73741167,30.4,88.32
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_48_349.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_48_349.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_48_349.jpg,-0.045574083,0.999183667,0,80.32875,30.4,88.32
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_48_878.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_48_878.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_48_878.jpg,0.08298695,0.98069075,0,80.317485,30.4,88.31
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_49_316.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_49_316.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_49_316.jpg,0.097458983,0.138924117,0,78.891755,30.4,88.32
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_49_779.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_49_779.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_49_779.jpg,0.166666667,0,0,75.30515,30.4,88.33
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_50_269.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_50_269.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_50_269.jpg,0.567480983,0,0,70.47686167,30.4,88.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_50_790.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_50_790.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_50_790.jpg,0.540632167,0.184554717,0,65.279505,30.41,88.36
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_51_290.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_51_290.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_51_290.jpg,0.107066522,0.88719,0,66.94604833,30.41,88.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_51_814.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_51_814.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_51_814.jpg,-0.094490867,0.964684467,0,74.22906,30.45,88.25
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_52_355.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_52_355.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_52_355.jpg,0,1,0,80.17352833,30.49,88.17
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_52_800.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_52_800.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_52_800.jpg,0,1,0,80.33620167,30.48,88.17
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_53_226.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_53_226.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_53_226.jpg,-0.044491983,0.666666667,0,80.15777167,30.48,88.17
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_53_674.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_53_674.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_53_674.jpg,0.10724235,0.298896917,0,78.87067667,30.48,88.17
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_54_127.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_54_127.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_54_127.jpg,-0.6276045,0.599516617,0,78.05800667,30.48,88.18
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_54_598.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_54_598.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_54_598.jpg,-0.405174267,0.189517692,0,17.20438167,30.53,88.22
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_55_072.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_55_072.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_55_072.jpg,-0.826147633,0.506028403,0,15.885405,30.53,88.22
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_55_593.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_55_593.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_55_593.jpg,-0.850053483,0.40889595,0,17.25266333,30.53,88.22
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_56_073.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_56_073.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_56_073.jpg,-0.9580157,0.18615395,0,18.98931667,30.53,88.21
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_56_562.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_56_562.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_56_562.jpg,-0.404383233,0.91208795,0,24.809,30.53,88.19
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_57_095.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_57_095.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_57_095.jpg,-0.306869917,0.9860597,0,32.28379333,30.54,88.15
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_57_601.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_57_601.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_57_601.jpg,-0.111529168,0.995353233,0,32.60336167,30.54,88.15
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_58_084.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_58_084.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_58_084.jpg,-0.138193843,0.975014133,0,37.45035667,30.54,88.12
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_58_627.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_58_627.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_58_627.jpg,-0.181984383,0.476343333,0,41.13325833,30.55,88.09
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_59_111.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_59_111.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_59_111.jpg,-0.165069783,1,0,44.21506667,30.55,88.07
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_32_59_612.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_32_59_612.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_32_59_612.jpg,0.037157603,1,0,47.54865167,30.55,88.05
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_00_094.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_00_094.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_00_094.jpg,0.064609242,1,0,55.51331,30.58,87.98
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_00_595.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_00_595.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_00_595.jpg,-0.11080924,0.996276283,0,64.065305,30.62,87.9
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_01_119.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_01_119.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_01_119.jpg,-0.060954767,0.998398733,0,72.88012167,30.69,87.79
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_01_729.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_01_729.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_01_729.jpg,-0.195416133,0.98041445,0,79.85593667,30.73,87.69
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_02_368.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_02_368.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_02_368.jpg,0.210970267,0.433827317,0,79.561195,30.73,87.69
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_02_913.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_02_913.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_02_913.jpg,-0.33668451,0,0,74.52233333,30.74,87.71
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_03_434.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_03_434.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_03_434.jpg,-0.2780911,0.274423933,0,70.93380667,30.74,87.72
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_03_977.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_03_977.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_03_977.jpg,-0.044004233,0.187593983,0,66.00101333,30.74,87.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_04_554.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_04_554.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_04_554.jpg,-0.031330287,0.666666667,0,64.68655333,30.74,87.74
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_05_151.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_05_151.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_05_151.jpg,-0.161779217,0.116661517,0,57.29977167,30.75,87.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_05_699.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_05_699.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_05_699.jpg,0.026134967,0.9122889,0,60.49141333,30.75,87.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_06_299.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_06_299.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_06_299.jpg,-0.007160583,0.673061333,0,66.41258833,30.78,87.65
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_06_932.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_06_932.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_06_932.jpg,0.022430133,0.945858717,0,72.259395,30.8,87.57
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_07_561.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_07_561.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_07_561.jpg,-0.182712817,0.9509074,0,79.76426667,30.86,87.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_08_096.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_08_096.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_08_096.jpg,-0.030001083,0.460157,0,79.51204833,30.86,87.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_08_591.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_08_591.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_08_591.jpg,0.226685667,0.959843033,0,80.29059,30.86,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_09_166.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_09_166.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_09_166.jpg,-0.070796517,1,0,80.328775,30.86,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_09_721.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_09_721.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_09_721.jpg,0.048569532,1,0,80.33623667,30.86,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_10_271.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_10_271.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_10_271.jpg,-0.012316169,1,0,80.33494,30.85,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_10_788.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_10_788.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_10_788.jpg,-0.174185333,0.958725283,0,80.29371,30.85,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_11_271.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_11_271.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_11_271.jpg,-0.030488847,1,0,80.33484167,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_11_763.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_11_763.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_11_763.jpg,0.13694219,0.991089483,0,80.32314833,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_12_223.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_12_223.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_12_223.jpg,-0.18839788,0.998405017,0,80.31948333,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_12_712.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_12_712.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_12_712.jpg,-0.054551498,0.973080083,0,80.30426667,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_13_207.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_13_207.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_13_207.jpg,-0.0635499,0.935924667,0,80.292155,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_13_691.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_13_691.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_13_691.jpg,-0.4568017,0.755259117,0,80.057465,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_14_178.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_14_178.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_14_178.jpg,0.182957733,0.619897467,0,79.90415667,30.85,87.43
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_14_653.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_14_653.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_14_653.jpg,0,0,0,76.60534333,30.85,87.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_15_111.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_15_111.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_15_111.jpg,-0.396307717,0.0765025,0,72.896745,30.85,87.45
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_15_595.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_15_595.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_15_595.jpg,-0.258539,0.460657333,0,71.16947833,30.85,87.46
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_16_103.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_16_103.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_16_103.jpg,-0.063405627,0.99177395,0,75.17649833,30.86,87.41
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_16_627.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_16_627.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_16_627.jpg,0,1,0,80.23768833,30.89,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_17_155.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_17_155.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_17_155.jpg,0,1,0,80.33423667,30.89,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_17_692.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_17_692.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_17_692.jpg,0,1,0,80.33661,30.89,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_18_162.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_18_162.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_18_162.jpg,-0.1553805,0.958423883,0,80.29456167,30.88,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_18_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_18_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_18_647.jpg,0.004607062,1,0,80.33532833,30.88,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_19_193.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_19_193.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_19_193.jpg,0.031753045,0.976709583,0,80.26259,30.88,87.34
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_19_651.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_19_651.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_19_651.jpg,0,1,0,80.33641,30.88,87.33
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_20_101.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_20_101.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_20_101.jpg,0,1,0,80.33581333,30.88,87.33
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_20_551.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_20_551.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_20_551.jpg,0,1,0,80.33586167,30.88,87.33
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_33_21_029.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_33_21_029.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_33_21_029.jpg,0,1,0,80.33590333,30.88,87.33
